-4.99744000	-0.00000065
-4.73552000	-0.00000062
-4.47304000	-0.00000064
-4.20991000	-0.00000063
-3.94560000	-0.00000061
-3.68404000	-0.00000058
-3.41986000	-0.00000054
-3.15852000	-0.00000052
-2.89405000	-0.00000050
-2.63069000	-0.00000046
-2.36822000	-0.00000042
-2.10401000	-0.00000044
-1.84017000	-0.00000036
-1.57734000	-0.00000031
-1.31647000	-0.00000021
-1.05249000	-0.00000010
-0.78807800	-0.00000002
-0.52721700	0.00000002
-0.26274200	0.00000006
-0.05610080	0.00000010
0.07359700	0.00000017
0.26216900	0.00000013
0.52504600	0.00000011
0.78760500	0.00000009
1.05164000	0.00000009
1.31459000	0.00000011
1.57671000	0.00000012
1.83917000	0.00000015
2.10352000	0.00000019
2.36601000	0.00000019
2.62936000	0.00000021
2.89327000	0.00000026
3.15593000	0.00000030
3.41907000	0.00000035
3.68202000	0.00000043
3.94278000	0.00000053
4.20930000	0.00000060
4.47165000	0.00000076
4.73499000	0.00000100
4.99792000	0.00000254
