0.10594100	0.00000048
0.10136700	0.00000046
0.20303600	0.00000040
0.30545800	0.00000042
0.40664500	0.00000039
0.50937500	0.00000042
0.61132800	0.00000039
0.71253100	0.00000040
0.81467100	0.00000052
0.91689400	0.00000069
1.01707000	0.00000092
1.12046000	0.00000135
1.22163000	0.00000189
1.32512000	0.00000254
1.42691000	0.00000319
1.52972000	0.00000394
1.63106000	0.00000465
1.73268000	0.00000545
1.83512000	0.00000619
1.93703000	0.00000696
2.03906000	0.00000769
2.14098000	0.00000849
2.24264000	0.00000930
2.34482000	0.00001003
2.44680000	0.00001078
2.54966000	0.00001163
2.65028000	0.00001241
2.75336000	0.00001326
2.85502000	0.00001407
2.95738000	0.00001494
3.05882000	0.00001568
3.16116000	0.00001661
3.26242000	0.00001743
3.36525000	0.00001819
3.46710000	0.00001908
3.56895000	0.00001978
3.67081000	0.00002065
3.77082000	0.00002148
3.87588000	0.00002232
3.97582000	0.00002320
4.08044000	0.00002409
4.18106000	0.00002496
4.28404000	0.00002567
4.38622000	0.00002653
4.48793000	0.00002731
4.59013000	0.00002810
4.69216000	0.00002887
4.79010000	0.00002968
4.89611000	0.00003047
4.99686000	0.00003111
