-4.99625000	0.00000009
-4.73694000	0.00000010
-4.47272000	0.00000005
-4.21013000	0.00000006
-3.94602000	0.00000005
-3.68309000	0.00000005
-3.42042000	0.00000007
-3.15677000	0.00000009
-2.89402000	0.00000010
-2.63090000	0.00000007
-2.36648000	0.00000008
-2.10407000	0.00000006
-1.84099000	0.00000008
-1.57941000	0.00000007
-1.31466000	0.00000006
-1.05229000	0.00000007
-0.78771900	0.00000006
-0.52570000	0.00000008
-0.26280000	0.00000011
-0.01982020	0.00000009
0.12538100	0.00000015
0.26213900	0.00000013
0.52351200	0.00000011
0.78774400	0.00000009
1.05190000	0.00000013
1.31441000	0.00000023
1.57745000	0.00000030
1.83966000	0.00000040
2.10203000	0.00000074
2.36613000	0.00000089
2.63010000	0.00000129
2.89343000	0.00000190
3.15555000	0.00000221
3.41612000	0.00000224
3.68208000	0.00000341
3.94482000	0.00000271
4.20928000	0.00000430
4.47184000	0.00000506
4.73380000	0.00000513
4.99805000	0.00000652
