0.00099659	0.00000012
0.17190700	0.00000035
0.34515600	0.00000110
0.51496600	0.00000229
0.68947600	0.00000380
0.86077000	0.00000535
1.03267000	0.00000688
1.20590000	0.00000850
1.37734000	0.00001012
1.55095000	0.00001176
1.72266000	0.00001332
1.89469000	0.00001481
2.06740000	0.00001625
2.23903000	0.00001795
2.40925000	0.00001946
2.58415000	0.00002099
2.75699000	0.00002260
2.92914000	0.00002407
3.10144000	0.00002595
3.27427000	0.00002742
3.44643000	0.00002885
3.61884000	0.00003038
3.79141000	0.00003200
3.96449000	0.00003341
4.13655000	0.00003522
4.30826000	0.00003668
4.48057000	0.00003778
4.65377000	0.00003959
4.82615000	0.00004091
4.99583000	0.00004243
