-4.99750000	0.00000009
-4.73544000	0.00000004
-4.47269000	0.00000002
-4.21204000	0.00000005
-3.94542000	0.00000004
-3.68328000	0.00000002
-3.41988000	0.00000005
-3.15645000	0.00000004
-2.89503000	0.00000006
-2.63145000	0.00000006
-2.36653000	0.00000006
-2.10377000	0.00000004
-1.84041000	0.00000006
-1.57856000	0.00000007
-1.31513000	0.00000008
-1.05254000	0.00000009
-0.78831400	0.00000009
-0.52594000	0.00000010
-0.26277500	0.00000009
-0.04814240	0.00000010
0.11952300	0.00000015
0.26238800	0.00000013
0.52472500	0.00000011
0.78762600	0.00000011
1.04827000	0.00000010
1.31440000	0.00000011
1.57688000	0.00000012
1.84041000	0.00000014
2.10042000	0.00000016
2.36567000	0.00000020
2.62982000	0.00000025
2.89323000	0.00000043
3.15573000	0.00000049
3.41888000	0.00000104
3.68209000	0.00000129
3.94160000	0.00000299
4.20911000	0.00000202
4.47138000	0.00000179
4.73109000	0.00000480
4.99803000	0.00000214
