-4.99676000	-0.00002268
-4.89661000	-0.00001539
-4.79392000	-0.00001357
-4.69220000	-0.00001177
-4.59049000	-0.00000847
-4.48861000	-0.00000478
-4.38861000	-0.00000506
-4.28458000	-0.00000399
-4.18288000	-0.00000360
-4.08098000	-0.00000267
-3.98251000	-0.00000188
-3.87640000	-0.00000201
-3.77757000	-0.00000107
-3.67149000	-0.00000197
-3.57166000	-0.00000171
-3.46753000	-0.00000072
-3.36724000	-0.00000147
-3.26278000	-0.00000136
-3.16323000	-0.00000074
-3.05916000	-0.00000038
-2.95787000	-0.00000010
-2.85588000	-0.00000013
-2.75399000	-0.00000025
-2.65125000	-0.00000022
-2.54914000	-0.00000017
-2.44752000	-0.00000040
-2.34550000	-0.00000052
-2.24298000	-0.00000031
-2.14117000	-0.00000026
-2.03945000	-0.00000019
-1.93727000	-0.00000001
-1.83586000	0.00000005
-1.73583000	0.00000009
-1.63150000	0.00000001
-1.53110000	0.00000002
-1.42805000	0.00000010
-1.32554000	0.00000017
-1.22333000	0.00000015
-1.12089000	0.00000015
-1.01860000	0.00000013
-0.92110600	0.00000024
-0.81521700	0.00000013
-0.71393300	0.00000024
-0.61125500	0.00000037
-0.50969900	0.00000031
-0.40730900	0.00000033
-0.30645300	0.00000034
-0.20379500	0.00000033
-0.10237500	0.00000036
-0.01124100	0.00000046
0.09275250	0.00000034
0.10129600	0.00000028
0.20331500	0.00000027
0.30510900	0.00000023
0.40682700	0.00000023
0.50875600	0.00000025
0.61136000	0.00000037
0.71268600	0.00000034
0.81442000	0.00000047
0.91337200	0.00000067
1.01810000	0.00000102
1.11740000	0.00000145
1.22202000	0.00000212
1.32338000	0.00000268
1.42728000	0.00000342
1.52937000	0.00000413
1.63095000	0.00000489
1.73293000	0.00000572
1.83547000	0.00000656
1.93419000	0.00000737
2.03865000	0.00000820
2.14005000	0.00000909
2.24271000	0.00000996
2.34408000	0.00001084
2.44710000	0.00001172
2.54871000	0.00001256
2.65069000	0.00001346
2.75286000	0.00001432
2.85489000	0.00001523
2.95617000	0.00001614
3.05928000	0.00001696
3.16072000	0.00001784
3.26325000	0.00001868
3.36463000	0.00001949
3.46706000	0.00002031
3.56835000	0.00002121
3.67096000	0.00002202
3.77406000	0.00002313
3.87571000	0.00002386
3.97781000	0.00002463
4.08033000	0.00002554
4.18099000	0.00002646
4.28413000	0.00002719
4.38555000	0.00002816
4.48790000	0.00002925
4.58991000	0.00003005
4.68924000	0.00003132
4.79377000	0.00003199
4.89578000	0.00003309
4.99822000	0.00003370
